colour	xmin	xmax	showSelected1	showSelected2	PANEL	group
#00BFFF	0	93.3	5.46103520669639	5	2	2
#00BFFF	0	93.3	5.5	6	2	2
#00BFFF	0	93.3	5.55	6	2	2
#00BFFF	0	93.3	5.6	6	2	2
#00BFFF	0	93.3	5.63389515169009	5	2	2
#00BFFF	0	93.3	5.65	6	2	2
#00BFFF	0	93.3	5.7	6	2	2
#00BFFF	0	93.3	5.75	6	2	2
#00BFFF	0	93.3	5.8	6	2	2
#00BFFF	0	93.3	5.85	6	2	2
#00BFFF	0	93.3	5.9	6	2	2
#00BFFF	0	93.3	5.95	6	2	2
#00BFFF	0	93.3	5.96078926530417	5	2	2
#00BFFF	0	93.3	6	6	2	2
#00BFFF	0	93.3	6.05	6	2	2
#00BFFF	0	93.3	6.1	6	2	2
#00BFFF	0	93.3	6.15	6	2	2
#00BFFF	0	93.3	6.2	6	2	2
#00BFFF	0	93.3	6.25	6	2	2
#00BFFF	0	93.3	6.3	6	2	2
#00BFFF	0	93.3	6.35	6	2	2
#00BFFF	0	93.3	6.4	6	2	2
#00BFFF	0	93.3	6.45	6	2	2
#00BFFF	0	93.3	6.5	6	2	2
transparent	0	93.3	4	4	2	1
transparent	0	93.3	4	5	2	1
transparent	0	93.3	4	6	2	1
transparent	0	93.3	4	7	2	1
transparent	0	93.3	4.05	4	2	1
transparent	0	93.3	4.05	5	2	1
transparent	0	93.3	4.05	6	2	1
transparent	0	93.3	4.05	7	2	1
transparent	0	93.3	4.1	4	2	1
transparent	0	93.3	4.1	5	2	1
transparent	0	93.3	4.1	6	2	1
transparent	0	93.3	4.1	7	2	1
transparent	0	93.3	4.15	4	2	1
transparent	0	93.3	4.15	5	2	1
transparent	0	93.3	4.15	6	2	1
transparent	0	93.3	4.15	7	2	1
transparent	0	93.3	4.2	4	2	1
transparent	0	93.3	4.2	5	2	1
transparent	0	93.3	4.2	6	2	1
transparent	0	93.3	4.2	7	2	1
transparent	0	93.3	4.25	4	2	1
transparent	0	93.3	4.25	5	2	1
transparent	0	93.3	4.25	6	2	1
transparent	0	93.3	4.25	7	2	1
transparent	0	93.3	4.3	4	2	1
transparent	0	93.3	4.3	5	2	1
transparent	0	93.3	4.3	6	2	1
transparent	0	93.3	4.3	7	2	1
transparent	0	93.3	4.35	4	2	1
transparent	0	93.3	4.35	5	2	1
transparent	0	93.3	4.35	6	2	1
transparent	0	93.3	4.35	7	2	1
transparent	0	93.3	4.4	4	2	1
transparent	0	93.3	4.4	5	2	1
transparent	0	93.3	4.4	6	2	1
transparent	0	93.3	4.4	7	2	1
transparent	0	93.3	4.45	4	2	1
transparent	0	93.3	4.45	5	2	1
transparent	0	93.3	4.45	6	2	1
transparent	0	93.3	4.45	7	2	1
transparent	0	93.3	4.5	4	2	1
transparent	0	93.3	4.5	5	2	1
transparent	0	93.3	4.5	6	2	1
transparent	0	93.3	4.5	7	2	1
transparent	0	93.3	4.55	4	2	1
transparent	0	93.3	4.55	5	2	1
transparent	0	93.3	4.55	6	2	1
transparent	0	93.3	4.55	7	2	1
transparent	0	93.3	4.6	4	2	1
transparent	0	93.3	4.6	5	2	1
transparent	0	93.3	4.6	6	2	1
transparent	0	93.3	4.6	7	2	1
transparent	0	93.3	4.65	4	2	1
transparent	0	93.3	4.65	5	2	1
transparent	0	93.3	4.65	6	2	1
transparent	0	93.3	4.65	7	2	1
transparent	0	93.3	4.66816745440284	4	2	1
transparent	0	93.3	4.66816745440284	5	2	1
transparent	0	93.3	4.66816745440284	6	2	1
transparent	0	93.3	4.7	5	2	1
transparent	0	93.3	4.7	6	2	1
transparent	0	93.3	4.7	7	2	1
transparent	0	93.3	4.75	5	2	1
transparent	0	93.3	4.75	6	2	1
transparent	0	93.3	4.75	7	2	1
transparent	0	93.3	4.8	5	2	1
transparent	0	93.3	4.8	6	2	1
transparent	0	93.3	4.8	7	2	1
transparent	0	93.3	4.84102739939653	5	2	1
transparent	0	93.3	4.84102739939653	6	2	1
transparent	0	93.3	4.85	6	2	1
transparent	0	93.3	4.85	7	2	1
transparent	0	93.3	4.9	6	2	1
transparent	0	93.3	4.9	7	2	1
transparent	0	93.3	4.91980750606868	5	2	1
transparent	0	93.3	4.91980750606868	6	2	1
transparent	0	93.3	4.95	6	2	1
transparent	0	93.3	4.95	7	2	1
transparent	0	93.3	5	6	2	1
transparent	0	93.3	5	7	2	1
transparent	0	93.3	5.05	6	2	1
transparent	0	93.3	5.05	7	2	1
transparent	0	93.3	5.09266745106238	5	2	1
transparent	0	93.3	5.09266745106238	6	2	1
transparent	0	93.3	5.1	6	2	1
transparent	0	93.3	5.1	7	2	1
transparent	0	93.3	5.15	6	2	1
transparent	0	93.3	5.15	7	2	1
transparent	0	93.3	5.16792151301062	6	2	1
transparent	0	93.3	5.2	7	2	1
transparent	0	93.3	5.25	7	2	1
transparent	0	93.3	5.3	7	2	1
transparent	0	93.3	5.35	7	2	1
transparent	0	93.3	5.4	7	2	1
transparent	0	93.3	5.41956156467646	6	2	1
transparent	0	93.3	5.45	7	2	1
transparent	0	93.3	5.46103520669639	6	2	1
transparent	0	93.3	5.5	7	2	1
transparent	0	93.3	5.55	7	2	1
transparent	0	93.3	5.6	7	2	1
transparent	0	93.3	5.63389515169009	6	2	1
transparent	0	93.3	5.65	7	2	1
transparent	0	93.3	5.7	7	2	1
transparent	0	93.3	5.75	7	2	1
transparent	0	93.3	5.8	7	2	1
transparent	0	93.3	5.85	7	2	1
transparent	0	93.3	5.9	7	2	1
transparent	0	93.3	5.95	7	2	1
transparent	0	93.3	5.96078926530417	6	2	1
transparent	0	93.3	6	7	2	1
transparent	0	93.3	6.05	7	2	1
transparent	0	93.3	6.1	7	2	1
transparent	0	93.3	6.15	7	2	1
transparent	0	93.3	6.2	7	2	1
transparent	0	93.3	6.25	7	2	1
transparent	0	93.3	6.3	7	2	1
transparent	0	93.3	6.35	7	2	1
transparent	0	93.3	6.4	7	2	1
transparent	0	93.3	6.45	7	2	1
transparent	0	93.3	6.5	7	2	1
